ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
2405,simple,3863,,3863,1,0,visible,EAGLE CLAW P90,,,,taxable,,1,,,0,0,,,,,1,,,37.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3863.jpg,,,,,,,,,0,,thelength,,1,0
2406,simple,3865,,3865,1,0,visible,BEST FRIEND PENDANT P77,,,,taxable,,1,,,0,0,,,,,1,,,13.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/3865.jpg,,,,,,,,,0,,thelength,,1,0
2407,simple,3866,,3866,1,0,visible,BEST FRIEND PENDANT P77,,,,taxable,,1,,,0,0,,,,,1,,,25.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/3866.jpg,,,,,,,,,0,,thelength,,1,0
2408,simple,3867,,3867,1,0,visible,BEST FRIEND PENDANT P77,,,,taxable,,1,,,0,0,,,,,1,,,23.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/3867.jpg,,,,,,,,,0,,thelength,,1,0
2409,simple,3868,,3868,1,0,visible,BEST FRIEND PENDANT P77,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/3868.jpg,,,,,,,,,0,,thelength,,1,0
2411,simple,3871,,3871,1,0,visible,PENDANT I LOVE YOU P77,,,,taxable,,1,,,0,0,,,,,1,,,8.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/3871.jpg,,,,,,,,,0,,thelength,,1,0
2412,simple,3872,,3872,1,0,visible,FOREVER LOVERS P77,,,,taxable,,1,,,0,0,,,,,1,,,12.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3872.jpg,,,,,,,,,0,,thelength,,1,0
2413,simple,3873,,3873,1,0,visible,MY LOVE I GIVE TO U MY..P77,,,,taxable,,1,,,0,0,,,,,1,,,10.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3873.jpg,,,,,,,,,0,,thelength,,1,0
2414,simple,3875,,3875,1,0,visible,PENDANT LOVE ME P77,,,,taxable,,1,,,0,0,,,,,1,,,26.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/3875.jpg,,,,,,,,,0,,thelength,,1,0
2415,simple,3876,,3876,1,0,visible,PENDANT SWEET HEART P77,,,,taxable,,1,,,0,0,,,,,1,,,21.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/3876.jpg,,,,,,,,,0,,thelength,,1,0
2417,simple,3885,,3885,1,0,visible,THIRTEEN PENDANT P78,,,,taxable,,1,,,0,0,,,,,1,,,13.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/3885.jpg,,,,,,,,,0,,thelength,,1,0
2418,simple,3887,,3887,1,0,visible,PENDANT KEY 21 P77,,,,taxable,,1,,,0,0,,,,,1,,,13.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/3887.jpg,,,,,,,,,0,,thelength,,1,0
2419,simple,3891,,3891,1,0,visible,PENDANT #1 SISTER P78,,,,taxable,,1,,,0,0,,,,,1,,,30.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/3891.jpg,,,,,,,,,0,,thelength,,1,0
2420,simple,3893,,3893,1,0,visible,#1 NANA PENDANT P78,,,,taxable,,1,,,0,0,,,,,1,,,13,,,,https://rousseauchain.com/wp-content/uploads/product_images/3893.jpg,,,,,,,,,0,,thelength,,1,0
2421,simple,3894,,3894,1,0,visible,SOMEONE SPECIAL P77,,,,taxable,,1,,,0,0,,,,,1,,,21.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/3894.jpg,,,,,,,,,0,,thelength,,1,0
2422,simple,3895,,3895,1,0,visible,PENDANT SPECIAL NIECE P78,,,,taxable,,1,,,0,0,,,,,1,,,20.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3895.jpg,,,,,,,,,0,,thelength,,1,0
2423,simple,3896,,3896,1,0,visible,PENDANT #1 FRIEND P77,,,,taxable,,1,,,0,0,,,,,1,,,13.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/3896.jpg,,,,,,,,,0,,thelength,,1,0
2424,simple,3897,,3897,1,0,visible,#1 GRANDMA PEND P78,,,,taxable,,1,,,0,0,,,,,1,,,20.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/3897.jpg,,,,,,,,,0,,thelength,,1,0
2425,simple,3898,,3898,1,0,visible,GRANDMOTHER #1 P78,,,,taxable,,1,,,0,0,,,,,1,,,26.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/3898.jpg,,,,,,,,,0,,thelength,,1,0
2426,simple,3899,,3899,1,0,visible,#1 GRANDMA P78,,,,taxable,,1,,,0,0,,,,,1,,,33.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/3899.jpg,,,,,,,,,0,,thelength,,1,0
2427,simple,3900,,3900,1,0,visible,SPECIAL AUNT P78,,,,taxable,,1,,,0,0,,,,,1,,,18.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/3900.jpg,,,,,,,,,0,,thelength,,1,0
2428,simple,3901,,3901,1,0,visible,PENDANT #1 AUNT P78,,,,taxable,,1,,,0,0,,,,,1,,,35.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/3901.jpg,,,,,,,,,0,,thelength,,1,0
2429,simple,3903,,3903,1,0,visible,PENDANT MOM HEART P78,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/3903.jpg,,,,,,,,,0,,thelength,,1,0
2430,simple,3906,,3906,1,0,visible,PENDANT #1 MOMMY P78,,,,taxable,,1,,,0,0,,,,,1,,,19.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/3906.jpg,,,,,,,,,0,,thelength,,1,0
2431,simple,3907,,3907,1,0,visible,VERY SPECIAL MOM P78,,,,taxable,,1,,,0,0,,,,,1,,,21.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/3907.jpg,,,,,,,,,0,,thelength,,1,0
2432,simple,3910,,3910,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,4.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/3910.jpg,,,,,,,,,0,,thelength,,1,0
2433,simple,3911,,3911,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,4.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/3911.jpg,,,,,,,,,0,,thelength,,1,0
2434,simple,3912,,3912,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,5.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/3912.jpg,,,,,,,,,0,,thelength,,1,0
2435,simple,3913,,3913,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,13.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/3913.jpg,,,,,,,,,0,,thelength,,1,0
2436,simple,3914,,3914,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,11.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/3914.jpg,,,,,,,,,0,,thelength,,1,0
2437,simple,3915,,3915,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,13.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/3915.jpg,,,,,,,,,0,,thelength,,1,0
2438,simple,3916,,3916,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,16.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/3916.jpg,,,,,,,,,0,,thelength,,1,0
2439,simple,3917,,3917,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,11,,,,https://rousseauchain.com/wp-content/uploads/product_images/3917.jpg,,,,,,,,,0,,thelength,,1,0
2440,simple,3919,,3919,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,19.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3919.jpg,,,,,,,,,0,,thelength,,1,0
2441,simple,3922,,3922,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,21.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/3922.jpg,,,,,,,,,0,,thelength,,1,0
2442,simple,3923,,3923,1,0,visible,PENHEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,23.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/3923.jpg,,,,,,,,,0,,thelength,,1,0
2443,simple,3925,,3925,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,21.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/3925.jpg,,,,,,,,,0,,thelength,,1,0
2444,simple,3927,,3927,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,25.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/3927.jpg,,,,,,,,,0,,thelength,,1,0
2445,simple,3928,,3928,1,0,visible,HEART PENDANT P75,,,,taxable,,1,,,0,0,,,,,1,,,19.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/3928.jpg,,,,,,,,,0,,thelength,,1,0
2447,simple,3932,,3932,1,0,visible,PEND CHERUB P83,,,,taxable,,1,,,0,0,,,,,1,,,21.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/3932.jpg,,,,,,,,,0,,thelength,,1,0
2448,simple,3933,,3933,1,0,visible,PEND CHERUB P83,,,,taxable,,1,,,0,0,,,,,1,,,16.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/3933.jpg,,,,,,,,,0,,thelength,,1,0
2449,simple,3934,,3934,1,0,visible,PEND CHERUB P83,,,,taxable,,1,,,0,0,,,,,1,,,23.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/3934.jpg,,,,,,,,,0,,thelength,,1,0
2450,simple,3935,,3935,1,0,visible,PEND CHERUB P83,,,,taxable,,1,,,0,0,,,,,1,,,20.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/3935.jpg,,,,,,,,,0,,thelength,,1,0
2451,simple,3936,,3936,1,0,visible,PEND CHERUB P83,,,,taxable,,1,,,0,0,,,,,1,,,20.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/3936.jpg,,,,,,,,,0,,thelength,,1,0
2452,simple,3937,,3937,1,0,visible,PEND CHERUB P83,,,,taxable,,1,,,0,0,,,,,1,,,33.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/3937.jpg,,,,,,,,,0,,thelength,,1,0
2453,simple,3938,,3938,1,0,visible,PEND CHERUB P83,,,,taxable,,1,,,0,0,,,,,1,,,26.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/3938.jpg,,,,,,,,,0,,thelength,,1,0
2454,simple,3939,,3939,1,0,visible,ANGEL PEND P83,,,,taxable,,1,,,0,0,,,,,1,,,22.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/3939.jpg,,,,,,,,,0,,thelength,,1,0
2455,simple,3940,,3940,1,0,visible,PRAYING HANDS P74,,,,taxable,,1,,,0,0,,,,,1,,,15.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/3940.jpg,,,,,,,,,0,,thelength,,1,0
2456,simple,3941,,3941,1,0,visible,PRAYING HANDS P74,,,,taxable,,1,,,0,0,,,,,1,,,16.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/3941.jpg,,,,,,,,,0,,thelength,,1,0
2457,simple,3945,,3945,1,0,visible,MOTHER MARY P74,,,,taxable,,1,,,0,0,,,,,1,,,33.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/3945.jpg,,,,,,,,,0,,thelength,,1,0
2458,simple,3946,,3946,1,0,visible,FAITH HOPE CHARITY P74,,,,taxable,,1,,,0,0,,,,,1,,,17.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/3946.jpg,,,,,,,,,0,,thelength,,1,0
2459,simple,3950,,3950,1,0,visible,PEND HEBREW SYMBOL P74,,,,taxable,,1,,,0,0,,,,,1,,,11.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3950.jpg,,,,,,,,,0,,thelength,,1,0
2460,simple,3951,,3951,1,0,visible,JEWISH PENDENT P74,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/3951.jpg,,,,,,,,,0,,thelength,,1,0
2461,simple,3952,,3952,1,0,visible,PEND HEBREW SYMBOL P74,,,,taxable,,1,,,0,0,,,,,1,,,10.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/3952.jpg,,,,,,,,,0,,thelength,,1,0
2462,simple,3954,,3954,1,0,visible,STAR OF DAVID PEND P74,,,,taxable,,1,,,0,0,,,,,1,,,17.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/3954.jpg,,,,,,,,,0,,thelength,,1,0
2463,simple,3955,,3955,1,0,visible,STAR OF DAVID PEND P74,,,,taxable,,1,,,0,0,,,,,1,,,9.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/3955.jpg,,,,,,,,,0,,thelength,,1,0
2464,simple,3956,,3956,1,0,visible,STAR OF DAVID PEND P74,,,,taxable,,1,,,0,0,,,,,1,,,23.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/3956.jpg,,,,,,,,,0,,thelength,,1,0
2465,simple,3958,,3958,1,0,visible,CHINESE PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,16.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/3958.jpg,,,,,,,,,0,,thelength,,1,0
2466,simple,3960,,3960,1,0,visible,#1 DAUGHTER P78,,,,taxable,,1,,,0,0,,,,,1,,,25,,,,https://rousseauchain.com/wp-content/uploads/product_images/3960.jpg,,,,,,,,,0,,thelength,,1,0
2467,simple,3961,,3961,1,0,visible,BEST FRIEND PENDANT P77,,,,taxable,,1,,,0,0,,,,,1,,,24.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/3961.jpg,,,,,,,,,0,,thelength,,1,0
2468,simple,3962,,3962,1,0,visible,PEND MUSIC NOTE P83,,,,taxable,,1,,,0,0,,,,,1,,,20.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3962.jpg,,,,,,,,,0,,thelength,,1,0
2469,simple,3963,,3963,1,0,visible,PENDANT KEY P84,,,,taxable,,1,,,0,0,,,,,1,,,15.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/3963.jpg,,,,,,,,,0,,thelength,,1,0
2470,simple,3964,,3964,1,0,visible,EAGLE PENDANT P90,,,,taxable,,1,,,0,0,,,,,1,,,52.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/3964.jpg,,,,,,,,,0,,thelength,,1,0
2471,simple,3965,,3965,1,0,visible,COWBOY RIDING HORSE P89,,,,taxable,,1,,,0,0,,,,,1,,,23.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/3965.jpg,,,,,,,,,0,,thelength,,1,0
2472,simple,3966,,3966,1,0,visible,DOUBLE DOLPHIN PEND P92,,,,taxable,,1,,,0,0,,,,,1,,,33.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3966.jpg,,,,,,,,,0,,thelength,,1,0
2473,simple,3967,,3967,1,0,visible,ANCHOR PENDANT P93,,,,taxable,,1,,,0,0,,,,,1,,,15.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/3967.jpg,,,,,,,,,0,,thelength,,1,0
2474,simple,3969,,3969,1,0,visible,SUN DANGLING SOLAR P85,,,,taxable,,1,,,0,0,,,,,1,,,33.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3969.jpg,,,,,,,,,0,,thelength,,1,0
2475,simple,3970,,3970,1,0,visible,ASIAN PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,29.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/3970.jpg,,,,,,,,,0,,thelength,,1,0
2476,simple,3971,,3971,1,0,visible,ASIAN PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,29.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/3971.jpg,,,,,,,,,0,,thelength,,1,0
2477,simple,3972,,3972,1,0,visible,ASIAN PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,32.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/3972.jpg,,,,,,,,,0,,thelength,,1,0
2478,simple,3973,,3973,1,0,visible,ASIAN PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,86.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/3973.jpg,,,,,,,,,0,,thelength,,1,0
2479,simple,3974,,3974,1,0,visible,ASIAN PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,13.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/3974.jpg,,,,,,,,,0,,thelength,,1,0
2480,simple,3975,,3975,1,0,visible,ASIAN PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,40.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/3975.jpg,,,,,,,,,0,,thelength,,1,0
2481,simple,3976,,3976,1,0,visible,ASIAN PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,40.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/3976.jpg,,,,,,,,,0,,thelength,,1,0
2482,simple,3977,,3977,1,0,visible,ASIAN PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,19.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/3977.jpg,,,,,,,,,0,,thelength,,1,0
2483,simple,3978,,3978,1,0,visible,MAPLE LEAF GOLD LEAF PENDANT,,,,taxable,,1,,,0,0,,,,,1,,,17,,,,https://rousseauchain.com/wp-content/uploads/product_images/3978.jpg,,,,,,,,,0,,thelength,,1,0
2484,simple,3980,,3980,1,0,visible,ZODIAC SET,,,,taxable,,1,,,0,0,,,,,1,,,1087.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/3980.jpg,,,,,,,,,0,,thelength,,1,0
2485,simple,3981,,3981,1,0,visible,ASIAN PENDANT P85,,,,taxable,,1,,,0,0,,,,,1,,,19.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/3981.jpg,,,,,,,,,0,,thelength,,1,0
2486,simple,3981G,,3981G,1,0,visible,G.P.NIAGARA HEARTP.P.93,,,,taxable,,1,,,0,0,,,,,1,,,14.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/3981G.jpg,,,,,,,,,0,,thelength,,1,0
2487,simple,3981N,,3981N,1,0,visible,NIAGARA FALLS H.PEND P.93,,,,taxable,,1,,,0,0,,,,,1,,,14.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/3981N.jpg,,,,,,,,,0,,thelength,,1,0
2488,simple,3982,,3982,1,0,visible,ZODIAC SET,,,,taxable,,1,,,0,0,,,,,1,,,384.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3982.jpg,,,,,,,,,0,,thelength,,1,0
2489,simple,3982N,,3982N,1,0,visible,NIAGARA MAPLE P.P.93,,,,taxable,,1,,,0,0,,,,,1,,,15.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/3982N.jpg,,,,,,,,,0,,thelength,,1,0
2490,simple,3983A,,3983A,1,0,visible,PENDANT A P107,,,,taxable,,1,,,0,0,,,,,1,,,20.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983A.jpg,,,,,,,,,0,,thelength,,1,0
2491,simple,3983B,,3983B,1,0,visible,PENDANT B P107,,,,taxable,,1,,,0,0,,,,,1,,,24,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983B.jpg,,,,,,,,,0,,thelength,,1,0
2492,simple,3983C,,3983C,1,0,visible,PENDANT C P107,,,,taxable,,1,,,0,0,,,,,1,,,22.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983C.jpg,,,,,,,,,0,,thelength,,1,0
2493,simple,3983D,,3983D,1,0,visible,PENDANT D P107,,,,taxable,,1,,,0,0,,,,,1,,,24,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983D.jpg,,,,,,,,,0,,thelength,,1,0
2494,simple,3983E,,3983E,1,0,visible,PENDANT E P107,,,,taxable,,1,,,0,0,,,,,1,,,24,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983E.jpg,,,,,,,,,0,,thelength,,1,0
2495,simple,3983F,,3983F,1,0,visible,PENDANT F P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983F.jpg,,,,,,,,,0,,thelength,,1,0
2496,simple,3983G,,3983G,1,0,visible,PENDANT G P107,,,,taxable,,1,,,0,0,,,,,1,,,20.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983G.jpg,,,,,,,,,0,,thelength,,1,0
2497,simple,3983H,,3983H,1,0,visible,PENDANT H P107,,,,taxable,,1,,,0,0,,,,,1,,,20.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983H.jpg,,,,,,,,,0,,thelength,,1,0
2498,simple,3983I,,3983I,1,0,visible,PENDANT I P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983I.jpg,,,,,,,,,0,,thelength,,1,0
2499,simple,3983J,,3983J,1,0,visible,PENDANT J P107,,,,taxable,,1,,,0,0,,,,,1,,,20.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983J.jpg,,,,,,,,,0,,thelength,,1,0
2500,simple,3983K,,3983K,1,0,visible,PENDANT K P107,,,,taxable,,1,,,0,0,,,,,1,,,20.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983K.jpg,,,,,,,,,0,,thelength,,1,0
2501,simple,3983L,,3983L,1,0,visible,PENDANT L P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983L.jpg,,,,,,,,,0,,thelength,,1,0
2502,simple,3983M,,3983M,1,0,visible,PENDANT M P107,,,,taxable,,1,,,0,0,,,,,1,,,28.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983M.jpg,,,,,,,,,0,,thelength,,1,0
2503,simple,3983N,,3983N,1,0,visible,PENDANT N P107,,,,taxable,,1,,,0,0,,,,,1,,,20,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983N.jpg,,,,,,,,,0,,thelength,,1,0
2504,simple,3983O,,3983O,1,0,visible,PENDANT O P107,,,,taxable,,1,,,0,0,,,,,1,,,22.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983O.jpg,,,,,,,,,0,,thelength,,1,0
2505,simple,3983P,,3983P,1,0,visible,PENDANT P P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983P.jpg,,,,,,,,,0,,thelength,,1,0
2506,simple,3983Q,,3983Q,1,0,visible,PENDANT Q P107,,,,taxable,,1,,,0,0,,,,,1,,,25.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983Q.jpg,,,,,,,,,0,,thelength,,1,0
2507,simple,3983R,,3983R,1,0,visible,PENDANT R P107,,,,taxable,,1,,,0,0,,,,,1,,,25.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983R.jpg,,,,,,,,,0,,thelength,,1,0
2508,simple,3983S,,3983S,1,0,visible,PENDANT S P107,,,,taxable,,1,,,0,0,,,,,1,,,25.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983S.jpg,,,,,,,,,0,,thelength,,1,0
2509,simple,3983T,,3983T,1,0,visible,PENDANT T P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983T.jpg,,,,,,,,,0,,thelength,,1,0
2510,simple,3983U,,3983U,1,0,visible,PENDANT U P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983U.jpg,,,,,,,,,0,,thelength,,1,0
2511,simple,3983V,,3983V,1,0,visible,PENDANT V P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983V.jpg,,,,,,,,,0,,thelength,,1,0
2512,simple,3983W,,3983W,1,0,visible,PENDANT W P107,,,,taxable,,1,,,0,0,,,,,1,,,22.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983W.jpg,,,,,,,,,0,,thelength,,1,0
2513,simple,3983X,,3983X,1,0,visible,PENDANT X P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983X.jpg,,,,,,,,,0,,thelength,,1,0
2514,simple,3983Y,,3983Y,1,0,visible,PENDANT Y P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983Y.jpg,,,,,,,,,0,,thelength,,1,0
2515,simple,3983Z,,3983Z,1,0,visible,PENDANT Z P107,,,,taxable,,1,,,0,0,,,,,1,,,19.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3983Z.jpg,,,,,,,,,0,,thelength,,1,0
2516,simple,3984A,,3984A,1,0,visible,PENDANT A P107,,,,taxable,,1,,,0,0,,,,,1,,,37.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984A.jpg,,,,,,,,,0,,thelength,,1,0
2517,simple,3984B,,3984B,1,0,visible,PENDANT B P107,,,,taxable,,1,,,0,0,,,,,1,,,45.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984B.jpg,,,,,,,,,0,,thelength,,1,0
2518,simple,3984C,,3984C,1,0,visible,PENDANT C P107,,,,taxable,,1,,,0,0,,,,,1,,,37.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984C.jpg,,,,,,,,,0,,thelength,,1,0
2519,simple,3984D,,3984D,1,0,visible,PENDANT D P107,,,,taxable,,1,,,0,0,,,,,1,,,45.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984D.jpg,,,,,,,,,0,,thelength,,1,0
2520,simple,3984E,,3984E,1,0,visible,PENDANT E P107,,,,taxable,,1,,,0,0,,,,,1,,,39.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984E.jpg,,,,,,,,,0,,thelength,,1,0
2521,simple,3984F,,3984F,1,0,visible,PENDANT F P107,,,,taxable,,1,,,0,0,,,,,1,,,37.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984F.jpg,,,,,,,,,0,,thelength,,1,0
2522,simple,3984G,,3984G,1,0,visible,PENDANT G P107,,,,taxable,,1,,,0,0,,,,,1,,,40.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984G.jpg,,,,,,,,,0,,thelength,,1,0
2523,simple,3984H,,3984H,1,0,visible,PENDANT H P107,,,,taxable,,1,,,0,0,,,,,1,,,40.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984H.jpg,,,,,,,,,0,,thelength,,1,0
2524,simple,3984I,,3984I,1,0,visible,PENDANT I P107,,,,taxable,,1,,,0,0,,,,,1,,,14.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984I.jpg,,,,,,,,,0,,thelength,,1,0
2525,simple,3984J,,3984J,1,0,visible,PENDANT J P107,,,,taxable,,1,,,0,0,,,,,1,,,27.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984J.jpg,,,,,,,,,0,,thelength,,1,0
2526,simple,3984K,,3984K,1,0,visible,PENDANT K P107,,,,taxable,,1,,,0,0,,,,,1,,,37.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/3984K.jpg,,,,,,,,,0,,thelength,,1,0
